,test,serial_number,evaluation,sample_value,test_result,made_by,equipment,sample_plan,plan_result,plan_date,plan_hour,lat_ticket,lsl,usl
485,"CC-Aceleracion a 0.68 G's, Angulo a 270° con ""Atore""",qasn231010004c,Menor Que (25mm),17.82,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:46:00,QT231010048,,25.0
486,"Sensitividad Web, Aceleracion con ""No Atore""",qasn231010004c,Igual A (1.5G),1.5,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:46:00,QT231010048,,
488,"Sensitividad Web, Aceleracion con ""Atore""",qasn231010004c,Igual A (4.5G),4.5,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:46:00,QT231010048,,
489,"Sensitividad Web, Aceleracion Entre 4.5 G's con ""Atore""",qasn231010004c,Menor Que (50mm),29.66,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:46:00,QT231010048,,50.0
490,"Sensitividad Web, Aceleracion Entre 4.5 G's con ""Atore""",qasn231010004c,Menor Que (50mm),29.04,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:46:00,QT231010048,,50.0
491,"Sensitividad Web, Aceleracion Entre 4.5 G's con ""Atore""",qasn231010004c,Menor Que (50mm),25.42,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:46:00,QT231010048,,50.0
492,CC-Retraccion System Max.,qasn231010004c,"Entre (1.1N, 6.4N)",3.43,Paso,549227,03799,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 13:05:00,QT231010048,1.1,6.4
493,CC-Retraccion System Min.,qasn231010004c,"Entre (1.1N, 6.4N)",3.13,Paso,549227,03799,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 13:05:00,QT231010048,1.1,6.4
494,CC-Tiempo de Empaque(3.0 seg Max.),,Captura Manual,76.0,Paso,549227,365510,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 13:05:00,QT231010048,,
495,Retraccion Directa Max. Bench,,Captura Manual,6.12,Paso,549227,G-57,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 13:05:00,QT231010048,,
496,Retraccion Directa Min. Bench,,Captura Manual,5.5,Paso,549227,G-57,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 13:05:00,QT231010048,,
497,CC-Punto de Destruccion @ 75%,qasn231010004c,Mayor Que (8900N),17518.4,Paso,546792,07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Destruccion Variante: C,Pendiente,2023-04-11,2023-04-11 13:18:00,QT231010048,8900.0,
506,QA_Sub_Separacion de Cubierta de Sensor 350(N)MIN. TS34085034,,Mayor Que (350N),919.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:30:00,QT231010008,350.0,
508,QA_Sub_Separacion de Tapa de Resorte 350(N)MIN. TS34085034,,Mayor Que (350N),711.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:30:00,QT231010008,350.0,
510,QA_Sub_Jalado de Barra Superior 1500(N)MIN. TS34005233,,Mayor Que (1500N),3088.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:30:00,QT231010008,1500.0,
512,QA_Sub_Jalado de Barra Inferior 1500(N)MIN. TS34005233,,Mayor Que (1500N),3071.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:30:00,QT231010008,1500.0,
543,Angulo de Atore a 90°,qasn231010002e,"Entre (15°, 45°)",20.4,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT23101002C,15.0,45.0
544,Angulo de Atore a 180°,qasn231010002e,"Entre (15°, 45°)",26.1,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT23101002C,15.0,45.0
545,Angulo de Atore a 270°,qasn231010002e,"Entre (15°, 45°)",21.5,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT23101002C,15.0,45.0
546,Angulo de Atore a 0°,qasn231010002e,"Entre (15°, 45°)",18.4,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT23101002C,15.0,45.0
547,"Aceleracion a 0.45 G's, Angulo a 0° con ""Atore""",qasn231010002e,Menor Que (50mm),21.39,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT23101002C,,50.0
548,"Aceleracion a 0.45 G's, Angulo a 90° con ""Atore""",qasn231010002e,Menor Que (50mm),19.12,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT23101002C,,50.0
549,"Aceleracion a 0.45 G's, Angulo a 180° con ""Atore""",qasn231010002e,Menor Que (50mm),26.32,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT23101002C,,50.0
550,"Aceleracion a 0.45 G's, Angulo a 270° con ""Atore""",qasn231010002e,Menor Que (50mm),19.35,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT23101002C,,50.0
551,"Aceleracion a 0.7 G's, Angulo a 0° con ""Atore""",qasn231010002e,Menor Que (25mm),18.61,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT23101002C,,25.0
552,"Aceleracion a 0.7 G's, Angulo a 90° con ""Atore""",qasn231010002e,Menor Que (25mm),19.76,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT23101002C,,25.0
553,"Aceleracion a 0.7 G's, Angulo a 180° con ""Atore""",qasn231010002e,Menor Que (25mm),24.24,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT23101002C,,25.0
554,"Aceleracion a 0.7 G's, Angulo a 270° con ""Atore""",qasn231010002e,Menor Que (25mm),24.17,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT23101002C,,25.0
555,"Sensitividad Web, Aceleracion con ""Atore""",qasn231010002e,Mayor Que (1.8G),3.3,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT23101002C,1.8,
556,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn231010002e,Menor Que (50mm),32.61,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT23101002C,,50.0
558,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn231010002e,Menor Que (50mm),32.75,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT23101002C,,50.0
560,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn231010002e,Menor Que (50mm),30.33,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT23101002C,,50.0
562,Retraccion @75%,qasn231010002e,"Entre (1.5N, 6.6N)",3.69,Paso,549227,03799,Especificacion: PF-90024 Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 13:11:00,QT23101002C,1.5,6.6
563,Tiempo 1 (4 seg Max.),,"Entre (0, 4)",76.0,Paso,549227,365510,Especificacion: PF-90024 Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 13:11:00,QT23101002C,0.0,4.0
564,Tiempo 2 (4 seg Max.),,"Entre (0, 4)",78.0,Paso,549227,365510,Especificacion: PF-90024 Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 13:11:00,QT23101002C,0.0,4.0
565,Tiempo 3 (4 seg Max.),,"Entre (0, 4)",75.0,Paso,549227,365510,Especificacion: PF-90024 Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 13:11:00,QT23101002C,0.0,4.0
566,Punto de Destruccion,qasn231010002e,Mayor Que (13300N),18213.3,Paso,546792,07599,Especificacion: PF-90024 Prueba: Destruccion Variante: A,Pendiente,2023-04-11,2023-04-11 13:55:00,QT23101002C,13300.0,
575,Angulo de Atore a 90°,qasn2310100002,"Entre (15°, 45°)",21.2,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010002,15.0,45.0
576,Angulo de Atore a 180°,qasn2310100002,"Entre (15°, 45°)",19.9,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010002,15.0,45.0
577,Angulo de Atore a 270°,qasn2310100002,"Entre (15°, 45°)",20.0,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010002,15.0,45.0
578,Angulo de Atore a 0°,qasn2310100002,"Entre (15°, 45°)",20.4,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010002,15.0,45.0
579,"Aceleracion a 0.68 G's, Angulo a 0° con ""Atore""",qasn2310100002,Menor Que (25mm),22.89,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010002,,25.0
580,"Aceleracion a 0.68 G's, Angulo a 90° con ""Atore""",qasn2310100002,Menor Que (25mm),18.33,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010002,,25.0
581,"Aceleracion a 0.68 G's, Angulo a 180° con ""Atore""",qasn2310100002,Menor Que (25mm),23.72,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010002,,25.0
582,"Aceleracion a 0.68 G's, Angulo a 270° con ""Atore""",qasn2310100002,Menor Que (25mm),20.79,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010002,,25.0
583,"Sensitividad Web, Aceleracion con ""Atore""",qasn2310100002,"Entre (2G, 5.5G)",3.5,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010002,2.0,5.5
584,"Sensitividad Web, Aceleracion Entre 2.0 ~ 5.5 G's con ""Atore""",qasn2310100002,Menor Que (50mm),29.72,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010002,,50.0
586,Nivel de Retraccion @800mm,qasn2310100002,"Entre (2.0N, 5.0N)",3.36,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: P,Paso,2023-04-11,2023-04-11 11:56:00,QT231010002,2.0,5.0
587,Nivel de Extraccion @800mm,qasn2310100002,Menor Que (13.0N),9.96,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: P,Paso,2023-04-11,2023-04-11 11:56:00,QT231010002,,13.0
588,Nivel de Retraccion @1600mm,qasn2310100002,"Entre (1.5N, 3.5N)",2.71,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: P,Paso,2023-04-11,2023-04-11 11:56:00,QT231010002,1.5,3.5
589,Nivel de Extraccion @1600mm,qasn2310100002,Menor Que (9.8N),8.06,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: P,Paso,2023-04-11,2023-04-11 11:56:00,QT231010002,,9.8
590,Punto de Destruccion,qasn2310100002,Mayor Que (13300N),21677.1,Paso,546792,07599,Especificacion: GMW14831 Prueba: Destruccion Variante: A,Paso,2023-04-11,2023-04-11 12:08:00,QT231010002,13300.0,
591,Destruccion a (%),,Captura Manual,100.0,Paso,546792,#07599,Especificacion: GMW14831 Prueba: Destruccion Variante: A,Paso,2023-04-11,2023-04-11 12:08:00,QT231010002,,
593,Destruccion de Costura (13300N min.),,Mayor Que (13300N),23872.0,Paso,546792,#07599,Especificacion: GMW14831 Prueba: Costura Variante: A,Paso,2023-04-11,2023-04-11 12:08:00,QT231010002,13300.0,
594,Codigo de Destruccion de la Costura Ref. TS34152096,,Captura Manual,1.0,Paso,546792,#07599,Especificacion: GMW14831 Prueba: Costura Variante: A,Paso,2023-04-11,2023-04-11 12:08:00,QT231010002,,
595,Prueba de Detonacion/Desplazamiento(50mm Min.),,Mayor Que (50mm),86.9,Paso,546792,04937,Especificacion: GMW14831 Prueba: Desplazamiento Variante: A,Paso,2023-04-11,2023-04-11 12:08:00,QT231010002,50.0,
624,CC-Punto de Destruccion @ 75%,qasn231010003u,Mayor Que (8900N),18815.5,Paso,546792,07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Destruccion Variante: C,Pendiente,2023-04-11,2023-04-11 12:13:00,QT23101003R,8900.0,
657,CC-Punto de Destruccion @ 75% (13750N Min.),qasn2310100012,Mayor Que (13750N),16936.5,Paso,546792,07599,Especificacion: RQT Prueba: Destruccion Variante: A,Pendiente,2023-04-11,2023-04-11 10:05:00,QT231010010,13750.0,
684,CC-Punto de Destruccion @ 75%,qasn231010003f,Mayor Que (8900N),18553.9,Paso,546792,07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Destruccion Variante: C,Pendiente,2023-04-11,2023-04-11 12:07:00,QT23101003D,8900.0,
692,Destruccion de Hebilla (19500 N Min.) Strap,,Mayor Que (19500N),22684.0,Paso,545496,08028,Especificacion: QS 72 003 Prueba: Destruccion de Hebillas Variante: C,Paso,2023-04-11,2023-04-11 09:14:00,QT231010012,19500.0,
695,Soltar Hebilla con Carga (100N Max) Normal,,"Entre (0, 100)",57.5,Paso,545496,J505,Especificacion: QS 72 003 Prueba: Soltar Hebilla Con Carga Variante: B,Paso,2023-04-11,2023-04-11 09:14:00,QT231010012,0.0,100.0
697,Separacion de Cubierta (350N Min.)  Pos.2,,Mayor Que (350N),531.0,Paso,545496,08025,Especificacion: QS 72 003 Prueba: Separacion de Cubierta Variante: B,Paso,2023-04-11,2023-04-11 09:14:00,QT231010012,350.0,
698,Soltar Hebilla Sin Carga (10N Min.-25N Max) w/30N Liberar,,"Entre (10N, 25N)",19.5,Paso,545496,J505,Especificacion: QS 72 003 Prueba: Soltar Hebilla Sin Carga Variante: A,Paso,2023-04-11,2023-04-11 09:14:00,QT231010012,10.0,25.0
700,Soltar Hebilla Sin Carga (10N Min.-25N Max),,"Entre (10N, 25N)",16.5,Paso,545496,J505,Especificacion: QS 72 003 Prueba: Soltar Hebilla Sin Carga Variante: A,Paso,2023-04-11,2023-04-11 09:14:00,QT231010012,10.0,25.0
701,Fuerza de Insercion (5N Min. - 25N Max.),,"Entre (5N, 25N)",13.3,Paso,545496,J505,Especificacion: QS 72 003 Prueba: Insertar Variante: A,Paso,2023-04-11,2023-04-11 09:14:00,QT231010012,5.0,25.0
704,QA_Sub_Separacion de Cubierta de Sensor 350(N)MIN. TS34085034,,Mayor Que (350N),918.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:29:00,QT23101001T,350.0,
706,QA_Sub_Separacion de Tapa de Resorte 350(N)MIN. TS34085034,,Mayor Que (350N),1312.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:29:00,QT23101001T,350.0,
708,QA_Sub_Jalado de Barra Superior 1500(N)MIN. TS34005233,,Mayor Que (1500N),1801.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:29:00,QT23101001T,1500.0,
710,QA_Sub_Jalado de Barra Inferior 1500(N)MIN. TS34005233,,Mayor Que (1500N),1892.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:29:00,QT23101001T,1500.0,
742,QA_Sub_Separacion de Cubierta de Sensor 350(N)MIN. TS34155910,,Mayor Que (350N),378.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: I,Paso,2023-04-11,2023-04-11 10:37:00,QT231010022,350.0,
744,QA_Sub_Separacion de Tapa de Resorte 350(N)MIN. TS34155910,,Mayor Que (350N),579.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: I,Paso,2023-04-11,2023-04-11 10:37:00,QT231010022,350.0,
746,QA_Sub_Jalado de Barra Superior 450(N)MIN. TS34005233,,Mayor Que (450N),2414.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: I,Paso,2023-04-11,2023-04-11 10:37:00,QT231010022,450.0,
748,QA_Sub_Jalado de Barra Inferior 450(N)MIN. TS34005233,,Mayor Que (450N),2042.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: I,Paso,2023-04-11,2023-04-11 10:37:00,QT231010022,450.0,
768,CC-Punto de Destruccion @ 75%,qasn231010003l,Mayor Que (8900N),19912.6,Paso,546792,07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Destruccion Variante: C,Pendiente,2023-04-11,2023-04-11 13:42:00,QT23101003H,8900.0,
775,QA_Sub_Separacion de Cubierta de Sensor 350(N)MIN. TS34085034,,Mayor Que (350N),977.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:34:00,QT231010011,350.0,
777,QA_Sub_Separacion de Tapa de Resorte 350(N)MIN. TS34085034,,Mayor Que (350N),776.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:34:00,QT231010011,350.0,
779,QA_Sub_Jalado de Barra Superior 1500(N)MIN. TS34005233,,Mayor Que (1500N),3989.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:34:00,QT231010011,1500.0,
781,QA_Sub_Jalado de Barra Inferior 1500(N)MIN. TS34005233,,Mayor Que (1500N),3457.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:34:00,QT231010011,1500.0,
812,Angulo de Atore a 180°,qasn231010001y,"Entre (15°, 45°)",21.8,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: A,Paso,2023-04-11,2023-04-11 11:56:00,QT23101001W,15.0,45.0
813,Angulo de Atore a 270°,qasn231010001y,"Entre (15°, 45°)",24.6,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: A,Paso,2023-04-11,2023-04-11 11:56:00,QT23101001W,15.0,45.0
814,Angulo de Atore a 90°,qasn231010001y,"Entre (15°, 45°)",20.2,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: A,Paso,2023-04-11,2023-04-11 11:56:00,QT23101001W,15.0,45.0
815,Angulo de Atore a 0°,qasn231010001y,"Entre (15°, 45°)",21.4,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: A,Paso,2023-04-11,2023-04-11 11:56:00,QT23101001W,15.0,45.0
816,"Aceleracion a 0.7 G's, Angulo a 0° con ""Atore""",qasn231010001y,Menor Que (25mm),24.7,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: A,Paso,2023-04-11,2023-04-11 11:56:00,QT23101001W,,25.0
817,"Aceleracion a 0.7 G's, Angulo a 90° con ""Atore""",qasn231010001y,Menor Que (25mm),22.89,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: A,Paso,2023-04-11,2023-04-11 11:56:00,QT23101001W,,25.0
818,"Aceleracion a 0.7 G's, Angulo a 180° con ""Atore""",qasn231010001y,Menor Que (25mm),21.11,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: A,Paso,2023-04-11,2023-04-11 11:56:00,QT23101001W,,25.0
819,"Aceleracion a 0.7 G's, Angulo a 270° con ""Atore""",qasn231010001y,Menor Que (25mm),24.83,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: A,Paso,2023-04-11,2023-04-11 11:56:00,QT23101001W,,25.0
820,"Sensitividad Web, Aceleracion con ""Atore""",qasn231010001y,Mayor Que (1.8G),3.3,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: A,Paso,2023-04-11,2023-04-11 11:56:00,QT23101001W,1.8,
821,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn231010001y,Menor Que (50mm),40.3,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: A,Paso,2023-04-11,2023-04-11 11:56:00,QT23101001W,,50.0
823,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn231010001y,Menor Que (50mm),40.12,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: A,Paso,2023-04-11,2023-04-11 11:56:00,QT23101001W,,50.0
825,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn231010001y,Menor Que (50mm),43.74,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: A,Paso,2023-04-11,2023-04-11 11:56:00,QT23101001W,,50.0
839,Angulo de Atore a 90°,qasn2310100009,"Entre (15°, 45°)",21.6,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT231010009,15.0,45.0
840,Angulo de Atore a 180°,qasn2310100009,"Entre (15°, 45°)",23.2,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT231010009,15.0,45.0
841,Angulo de Atore a 270°,qasn2310100009,"Entre (15°, 45°)",24.2,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT231010009,15.0,45.0
842,Angulo de Atore a 0°,qasn2310100009,"Entre (15°, 45°)",22.8,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT231010009,15.0,45.0
843,"Aceleracion a 0.45 G's, Angulo a 0° con ""Atore""",qasn2310100009,Menor Que (50mm),18.36,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT231010009,,50.0
844,"Aceleracion a 0.45 G's, Angulo a 90° con ""Atore""",qasn2310100009,Menor Que (50mm),20.37,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT231010009,,50.0
845,"Aceleracion a 0.45 G's, Angulo a 180° con ""Atore""",qasn2310100009,Menor Que (50mm),21.88,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT231010009,,50.0
846,"Aceleracion a 0.45 G's, Angulo a 270° con ""Atore""",qasn2310100009,Menor Que (50mm),20.73,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT231010009,,50.0
847,"Aceleracion a 0.7 G's, Angulo a 0° con ""Atore""",qasn2310100009,Menor Que (25mm),22.68,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT231010009,,25.0
848,"Aceleracion a 0.7 G's, Angulo a 90° con ""Atore""",qasn2310100009,Menor Que (25mm),23.3,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT231010009,,25.0
849,"Aceleracion a 0.7 G's, Angulo a 180° con ""Atore""",qasn2310100009,Menor Que (25mm),24.97,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT231010009,,25.0
850,"Aceleracion a 0.7 G's, Angulo a 270° con ""Atore""",qasn2310100009,Menor Que (25mm),23.79,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT231010009,,25.0
851,"Sensitividad Web, Aceleracion con ""Atore""",qasn2310100009,Mayor Que (1.8G),4.3,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT231010009,1.8,
852,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn2310100009,Menor Que (50mm),33.56,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT231010009,,50.0
854,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn2310100009,Menor Que (50mm),33.64,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT231010009,,50.0
856,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn2310100009,Menor Que (50mm),33.33,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT231010009,,50.0
858,Retraccion @75%,qasn2310100009,"Entre (1.5N, 6.6N)",3.14,Paso,549227,03799,Especificacion: PF-90024 Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 13:11:00,QT231010009,1.5,6.6
859,Tiempo 1 (4 seg Max.),,"Entre (0, 4)",73.0,Paso,549227,365510,Especificacion: PF-90024 Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 13:11:00,QT231010009,0.0,4.0
